sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,genotype,treatment,assembly,biosample,sra
snatac-seq_of_homo_sapiens_adult_brain_amy_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: AMY from donor 2,GSM7822248,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,AMY,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822248,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822248/suppl/GSM7822248_MM_808.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822248/suppl/GSM7822248_MM_808.snap.gz,GSE244618,0,SRX21923550,AMY,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594562,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923550
snatac-seq_of_homo_sapiens_adult_brain_amy_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: AMY from donor 4,GSM7822249,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,AMY,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822249,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822249/suppl/GSM7822249_MM_921.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822249/suppl/GSM7822249_MM_921.snap.gz,GSE244618,0,SRX21923551,AMY,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594563,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923551
snatac-seq_of_homo_sapiens_adult_brain_hit_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: HiT from donor 1,GSM7822250,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiT,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822250,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822250/suppl/GSM7822250_MM_802.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822250/suppl/GSM7822250_MM_802.snap.gz,GSE244618,0,SRX21923552,HiT,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594564,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923552
snatac-seq_of_homo_sapiens_adult_brain_hit_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: HiT from donor 2,GSM7822251,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiT,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822251,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822251/suppl/GSM7822251_MM_910.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822251/suppl/GSM7822251_MM_910.snap.gz,GSE244618,0,SRX21923553,HiT,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594565,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923553
snatac-seq_of_homo_sapiens_adult_brain_hit_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: HiT from donor 4,GSM7822252,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiT,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822252,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822252/suppl/GSM7822252_MM_932.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822252/suppl/GSM7822252_MM_932.snap.gz,GSE244618,0,SRX21923554,HiT,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594566,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923554
snatac-seq_of_homo_sapiens_adult_brain_hib_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: HiB from donor 1,GSM7822253,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822253,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822253/suppl/GSM7822253_MM_908.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822253/suppl/GSM7822253_MM_908.snap.gz,GSE244618,0,SRX21923556,HiB,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594567,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923556
snatac-seq_of_homo_sapiens_adult_brain_hib_from_donor_2_rep_1,,,,,,,snATAC-seq of homo sapiens adult brain: HiB from donor 2 rep 1,GSM7822254,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822254,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822254/suppl/GSM7822254_MM_793.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822254/suppl/GSM7822254_MM_793.snap.gz,GSE244618,0,SRX21923557,HiB,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594568,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923557
snatac-seq_of_homo_sapiens_adult_brain_hib_from_donor_2_rep_2,,,,,,,snATAC-seq of homo sapiens adult brain: HiB from donor 2 rep 2,GSM7822255,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822255,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822255/suppl/GSM7822255_MM_794.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822255/suppl/GSM7822255_MM_794.snap.gz,GSE244618,0,SRX21923558,HiB,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594569,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923558
snatac-seq_of_homo_sapiens_adult_brain_hib_from_donor_4_rep_1,,,,,,,snATAC-seq of homo sapiens adult brain: HiB from donor 4 rep 1,GSM7822256,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822256,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822256/suppl/GSM7822256_MM_970.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822256/suppl/GSM7822256_MM_970.snap.gz,GSE244618,0,SRX21923559,HiB,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594570,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923559
snatac-seq_of_homo_sapiens_adult_brain_hib_from_donor_4_rep_2,,,,,,,snATAC-seq of homo sapiens adult brain: HiB from donor 4 rep 2,GSM7822257,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,HiB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822257,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822257/suppl/GSM7822257_MM_971.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822257/suppl/GSM7822257_MM_971.snap.gz,GSE244618,0,SRX21923560,HiB,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594571,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923560
snatac-seq_of_homo_sapiens_adult_brain_sub_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Sub from donor 1,GSM7822258,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Sub,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822258,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822258/suppl/GSM7822258_MM_814.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822258/suppl/GSM7822258_MM_814.snap.gz,GSE244618,0,SRX21923561,Sub,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594572,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923561
snatac-seq_of_homo_sapiens_adult_brain_sub_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Sub from donor 2,GSM7822259,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Sub,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822259,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822259/suppl/GSM7822259_MM_902.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822259/suppl/GSM7822259_MM_902.snap.gz,GSE244618,0,SRX21923562,Sub,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594573,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923562
snatac-seq_of_homo_sapiens_adult_brain_sub_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Sub from donor 4,GSM7822260,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Sub,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822260,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822260/suppl/GSM7822260_MM_898.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822260/suppl/GSM7822260_MM_898.snap.gz,GSE244618,0,SRX21923563,Sub,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594574,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923563
