sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,group,brain_region,tissue,age_of_death,sex,assembly,supplementary_files_format_and_content,biosample,sra
bb1_ofc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163299,SRX17174311,BB1_OFC_N_ATAC,GSM6502925,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Orbital Frontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_OFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_OFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502925,NONE,"GSE211822, GSE211826",0,SRX17174311,neuron,OFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445170,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174311
bb1_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163300,SRX17174312,BB1_PSTC_G_ATAC,GSM6502926,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502926,NONE,"GSE211822, GSE211826",0,SRX17174312,non-neuron,PSTC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445171,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174312
bb1_pstc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163301,SRX17174313,BB1_PSTC_N_ATAC,GSM6502927,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSTC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502927,NONE,"GSE211822, GSE211826",0,SRX17174313,neuron,PSTC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445172,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174313
bb1_ins_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163302,SRX17174314,BB1_INS_G_ATAC,GSM6502928,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"glia_INS-includes-blacklisted-regions_peaks.narrowPeak, glia_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502928,NONE,"GSE211822, GSE211826",0,SRX17174314,non-neuron,INS,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445173,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174314
bb1_ins_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163303,SRX17174315,BB1_INS_N_ATAC,GSM6502929,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"neuron_INS-includes-blacklisted-regions_peaks.narrowPeak, neuron_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502929,NONE,"GSE211822, GSE211826",0,SRX17174315,neuron,INS,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445174,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174315
bb1_hipp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163304,SRX17174316,BB1_HIPP_G_ATAC,GSM6502930,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"glia_HIPP-includes-blacklisted-regions_peaks.narrowPeak, glia_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502930,NONE,"GSE211822, GSE211826",0,SRX17174316,non-neuron,HIPP,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445175,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174316
bb1_hipp_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163305,SRX17174317,BB1_HIPP_N_ATAC,GSM6502931,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"neuron_HIPP-includes-blacklisted-regions_peaks.narrowPeak, neuron_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502931,NONE,"GSE211822, GSE211826",0,SRX17174317,neuron,HIPP,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445176,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174317
bb1_drn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163306,SRX17174318,BB1_DRN_G_ATAC,GSM6502932,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsal Raphe Nucleus,Homo sapiens,9606,genomic DNA,"glia_DRN-includes-blacklisted-regions_peaks.narrowPeak, glia_DRN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502932,NONE,"GSE211822, GSE211826",0,SRX17174318,non-neuron,DRN,Midbrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445177,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174318
bb1_acc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163307,SRX17174319,BB1_ACC_G_ATAC,GSM6502933,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"glia_ACC-includes-blacklisted-regions_peaks.narrowPeak, glia_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502933,NONE,"GSE211822, GSE211826",0,SRX17174319,non-neuron,ACC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445178,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174319
bb1_acc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163308,SRX17174320,BB1_ACC_N_ATAC,GSM6502934,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"neuron_ACC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502934,NONE,"GSE211822, GSE211826",0,SRX17174320,neuron,ACC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444940,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174320
bb1_ec_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163309,SRX17174321,BB1_EC_G_ATAC,GSM6502935,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"glia_EC-includes-blacklisted-regions_peaks.narrowPeak, glia_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502935,NONE,"GSE211822, GSE211826",0,SRX17174321,non-neuron,EC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444941,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174321
bb1_ec_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163310,SRX17174322,BB1_EC_N_ATAC,GSM6502936,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"neuron_EC-includes-blacklisted-regions_peaks.narrowPeak, neuron_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502936,NONE,"GSE211822, GSE211826",0,SRX17174322,neuron,EC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444942,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174322
bb1_psc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163311,SRX17174323,BB1_PSC_G_ATAC,GSM6502937,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"glia_PSC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502937,NONE,"GSE211822, GSE211826",0,SRX17174323,non-neuron,PSC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444943,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174323
bb1_psc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163312,SRX17174396,BB1_PSC_N_ATAC,GSM6502938,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502938,NONE,"GSE211822, GSE211826",0,SRX17174396,neuron,PSC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444944,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174396
bb1_pvpc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163313,SRX17174397,BB1_PVPC_G_ATAC,GSM6502939,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posteroventral (Inferior) Parietal Cortex,Homo sapiens,9606,genomic DNA,"glia_PVPC-includes-blacklisted-regions_peaks.narrowPeak, glia_PVPC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502939,NONE,"GSE211822, GSE211826",0,SRX17174397,non-neuron,PVPC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444945,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174397
bb1_vta_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163314,SRX17174398,BB1_VTA_G_ATAC,GSM6502940,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventral Tegmental Area,Homo sapiens,9606,genomic DNA,"glia_VTA-includes-blacklisted-regions_peaks.narrowPeak, glia_VTA.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502940,NONE,"GSE211822, GSE211826",0,SRX17174398,non-neuron,VTA,Midbrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444946,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174398
bb1_rmtg_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163315,SRX17174399,BB1_RMTG_G_ATAC,GSM6502941,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Rostromedial Tegmental Nucl,Homo sapiens,9606,genomic DNA,"glia_RMTG-includes-blacklisted-regions_peaks.narrowPeak, glia_RMTG.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502941,NONE,"GSE211822, GSE211826",0,SRX17174399,non-neuron,RMTG,Midbrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444947,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174399
bb1_rmtg_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163316,SRX17174400,BB1_RMTG_N_ATAC,GSM6502942,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Rostromedial Tegmental Nucl,Homo sapiens,9606,genomic DNA,"neuron_RMTG-includes-blacklisted-regions_peaks.narrowPeak, neuron_RMTG.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502942,NONE,"GSE211822, GSE211826",0,SRX17174400,neuron,RMTG,Midbrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444979,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174400
bb1_nac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163317,SRX17174401,BB1_NAC_G_ATAC,GSM6502943,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"glia_NAC-includes-blacklisted-regions_peaks.narrowPeak, glia_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502943,NONE,"GSE211822, GSE211826",0,SRX17174401,non-neuron,NAC,BasalGanglia,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444980,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174401
bb1_amy_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163318,SRX17174402,BB1_AMY_N_ATAC,GSM6502944,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Amygdaloid Complex,Homo sapiens,9606,genomic DNA,"neuron_AMY-includes-blacklisted-regions_peaks.narrowPeak, neuron_AMY.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502944,NONE,"GSE211822, GSE211826",0,SRX17174402,neuron,AMY,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444981,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174402
bb1_crblm_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163319,SRX17174403,BB1_CRBLM_G_ATAC,GSM6502945,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Cerebellum,Homo sapiens,9606,genomic DNA,"glia_CRBLM-includes-blacklisted-regions_peaks.narrowPeak, glia_CRBLM.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502945,NONE,"GSE211822, GSE211826",0,SRX17174403,non-neuron,CRBLM,Hindbrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444988,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174403
bb1_vlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163320,SRX17174404,BB1_VLPFC_G_ATAC,GSM6502946,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventrolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_VLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_VLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502946,NONE,"GSE211822, GSE211826",0,SRX17174404,non-neuron,VLPFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444989,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174404
bb1_vlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163321,SRX17174405,BB1_VLPFC_N_ATAC,GSM6502947,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Ventrolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_VLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_VLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502947,NONE,"GSE211822, GSE211826",0,SRX17174405,neuron,VLPFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444990,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174405
bb1_dlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163322,SRX17174406,BB1_DLPFC_G_ATAC,GSM6502948,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502948,NONE,"GSE211822, GSE211826",0,SRX17174406,non-neuron,DLPFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444991,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174406
bb1_dlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163323,SRX17174407,BB1_DLPFC_N_ATAC,GSM6502949,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502949,NONE,"GSE211822, GSE211826",0,SRX17174407,neuron,DLPFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444992,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174407
bb1_pmc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163324,SRX17174408,BB1_PMC_G_ATAC,GSM6502950,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Motor Cortex,Homo sapiens,9606,genomic DNA,"glia_PMC-includes-blacklisted-regions_peaks.narrowPeak, glia_PMC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502950,NONE,"GSE211822, GSE211826",0,SRX17174408,non-neuron,PMC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444993,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174408
bb1_itc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163325,SRX17174409,BB1_ITC_N_ATAC,GSM6502951,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_ITC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502951,NONE,"GSE211822, GSE211826",0,SRX17174409,neuron,ITC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444994,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174409
bb1_pvc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163326,SRX17174410,BB1_PVC_G_ATAC,GSM6502952,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Visual Cortex,Homo sapiens,9606,genomic DNA,"glia_PVC-includes-blacklisted-regions_peaks.narrowPeak, glia_PVC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502952,NONE,"GSE211822, GSE211826",0,SRX17174410,non-neuron,PVC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444995,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174410
bb1_pvc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163327,SRX17174411,BB1_PVC_N_ATAC,GSM6502953,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Visual Cortex,Homo sapiens,9606,genomic DNA,"neuron_PVC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PVC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502953,NONE,"GSE211822, GSE211826",0,SRX17174411,neuron,PVC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444996,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174411
bb1_pac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163328,SRX17174412,BB1_PAC_G_ATAC,GSM6502954,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Auditory Cortex,Homo sapiens,9606,genomic DNA,"glia_PAC-includes-blacklisted-regions_peaks.narrowPeak, glia_PAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502954,NONE,"GSE211822, GSE211826",0,SRX17174412,non-neuron,PAC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444997,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174412
bb1_pac_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163329,SRX17174413,BB1_PAC_N_ATAC,GSM6502955,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Auditory Cortex,Homo sapiens,9606,genomic DNA,"neuron_PAC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502955,NONE,"GSE211822, GSE211826",0,SRX17174413,neuron,PAC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444998,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174413
bb2_hipp_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163330,SRX17174414,BB2_HIPP_N_ATAC,GSM6502956,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"neuron_HIPP-includes-blacklisted-regions_peaks.narrowPeak, neuron_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502956,NONE,"GSE211822, GSE211826",0,SRX17174414,neuron,HIPP,Forebrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444999,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174414
bb2_arc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163331,SRX17174415,BB2_ARC_G_ATAC,GSM6502957,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"glia_ARC-includes-blacklisted-regions_peaks.narrowPeak, glia_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502957,NONE,"GSE211822, GSE211826",0,SRX17174415,non-neuron,ARC,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445000,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174415
