sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,facs_markers,cell_type,genome_build,supplementary_files_format_and_content,biosample,sra
oci-ly7_control_rep1_atac-seq_,,,,,,,OCI-Ly7_Control_rep1 [ATAC-seq],GSM5571594,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_1-sg81_a,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571594,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571594/suppl/GSM5571594_Sample_1-sg81_a.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571594/suppl/GSM5571594_Sample_1-sg81_a.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123166,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369085,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123166
sudh4_ocabi_rep2_atac-seq_,,,,,,,SUDH4_OCABi_rep2 [ATAC-seq],GSM5571595,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_38-SU4_BOB1_B,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571595,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571595/suppl/GSM5571595_Sample_38-SU4_BOB1_B.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571595/suppl/GSM5571595_Sample_38-SU4_BOB1_B.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123167,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369087,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123167
oci-ly7_control_rep2_atac-seq_,,,,,,,OCI-Ly7_Control_rep2 [ATAC-seq],GSM5571596,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_2-sg81_b,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571596,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571596/suppl/GSM5571596_Sample_2-sg81_b.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571596/suppl/GSM5571596_Sample_2-sg81_b.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123168,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369075,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123168
oci-ly7_ocabi_rep2_atac-seq_,,,,,,,OCI-Ly7_OCABi_rep2 [ATAC-seq],GSM5571597,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_9-bob1_a3_c,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571597,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571597/suppl/GSM5571597_Sample_9-bob1_a3_c.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571597/suppl/GSM5571597_Sample_9-bob1_a3_c.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123169,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369077,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123169
oci-ly7_ocabi_rep4_atac-seq_,,,,,,,OCI-Ly7_OCABi_rep4 [ATAC-seq],GSM5571598,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_45-LY7_BOB1_A,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571598,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571598/suppl/GSM5571598_Sample_45-LY7_BOB1_A.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571598/suppl/GSM5571598_Sample_45-LY7_BOB1_A.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123170,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369079,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123170
oci-ly7_ocabi_rep1_atac-seq_,,,,,,,OCI-Ly7_OCABi_rep1 [ATAC-seq],GSM5571599,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_8-bob1_a3_b,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571599,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571599/suppl/GSM5571599_Sample_8-bob1_a3_b.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571599/suppl/GSM5571599_Sample_8-bob1_a3_b.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123171,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369081,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123171
oci-ly7_control_rep3_atac-seq_,,,,,,,OCI-Ly7_Control_rep3 [ATAC-seq],GSM5571600,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_51-LY7_sg81_A,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571600,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571600/suppl/GSM5571600_Sample_51-LY7_sg81_A.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571600/suppl/GSM5571600_Sample_51-LY7_sg81_A.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123172,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369083,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123172
sudh4_control_rep2_atac-seq_,,,,,,,SUDH4_Control_rep2 [ATAC-seq],GSM5571601,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_44-SU4_sg81_B,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571601,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571601/suppl/GSM5571601_Sample_44-SU4_sg81_B.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571601/suppl/GSM5571601_Sample_44-SU4_sg81_B.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123173,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369089,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123173
sudh4_control_rep1_atac-seq_,,,,,,,SUDH4_Control_rep1 [ATAC-seq],GSM5571602,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_43-SU4_sg81_A,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571602,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571602/suppl/GSM5571602_Sample_43-SU4_sg81_A.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571602/suppl/GSM5571602_Sample_43-SU4_sg81_A.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123174,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369091,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123174
oci-ly7_ocabi_rep3_atac-seq_,,,,,,,OCI-Ly7_OCABi_rep3 [ATAC-seq],GSM5571603,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_10-bob1_a1_a,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571603,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571603/suppl/GSM5571603_Sample_10-bob1_a1_a.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571603/suppl/GSM5571603_Sample_10-bob1_a1_a.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123175,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369093,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123175
oci-ly7_oct2i_rep1_atac-seq_,,,,,,,OCI-Ly7_OCT2i_rep1 [ATAC-seq],GSM5571604,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_48-LY7_OCT2_2_B,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571604,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571604/suppl/GSM5571604_Sample_48-LY7_OCT2_2_B.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571604/suppl/GSM5571604_Sample_48-LY7_OCT2_2_B.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123176,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369095,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123176
gc_b_cell_rep_1,,,,,,,GC B cell rep 1,GSM7840426,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",GCB1,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840426,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840426/suppl/GSM7840426_GCB1_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840426/suppl/GSM7840426_GCB1_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084549,,CD45R(B220)+ CD95(FAS)+ GL7+,Germinal Center B cell,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804152,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084549
gc_b_cell_rep_2,,,,,,,GC B cell rep 2,GSM7840427,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",GCB2,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840427,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840427/suppl/GSM7840427_GCB2_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840427/suppl/GSM7840427_GCB2_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084550,,CD45R(B220)+ CD95(FAS)+ GL7+,Germinal Center B cell,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804151,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084550
gc_b_cell_rep_3,,,,,,,GC B cell rep 3,GSM7840428,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",GCB3,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840428,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840428/suppl/GSM7840428_GCB3_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840428/suppl/GSM7840428_GCB3_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084551,,CD45R(B220)+ CD95(FAS)+ GL7+,Germinal Center B cell,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804150,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084551
gc_b_cell_rep_4,,,,,,,GC B cell rep 4,GSM7840429,Public on Oct 13 2023,Oct 13 2023,Oct 13 2023,SRA,1,splenocytes,Mus musculus,10090,"Splenocytes from C57BL/6 mice were sorted for germinal center B cells (B220+, FAS+, GL7+) and naïve B cells (B220+, CD38+, FAS-, IgD+). B cells grown ex vivo were isolated from splenocytes using EasySep Mouse B Cell Isolation Kit (Stem Cell Technologies, catalog no. 19854).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina nextera per protocol https://www.nature.com/articles/nmeth.4396",GCB4,"complete processing pipeline avaialble at https://github.com/nf-core/atacseq, Read adapter trimming using ngtrim, Alignment to mm10 using bowtie2, PCR duplicate removeal by piccard tools, Peak calling using genrich",GPL17021,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM7840429,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840429/suppl/GSM7840429_GCB4_REP1.mLb.clN.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7840nnn/GSM7840429/suppl/GSM7840429_GCB4_REP1.mLb.clN_peaks.narrowPeak.gz,"GSE183806, GSE245298",0,SRX22084552,,CD45R(B220)+ CD95(FAS)+ GL7+,Germinal Center B cell,,"Bigwig files contain ATAC-seq fragment density, scaled to library size.  Peak files are in narrowPeak format as output from MACS2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN37804149,https://www.ncbi.nlm.nih.gov/sra?term=SRX22084552
