sample_geo_accession	sample_series_id.x	sample_name	super_tissue	tissue	cell_type	sex	age	donor	technology	ba	brain_region_1	area	super_region	region
GSM6502971	GSE211822, GSE211826	bb2_ins_g_atac	Brain	Insula	Non-Neuron	male	35		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502972	GSE211822, GSE211826	bb2_ins_n_atac	Brain	Insula	Neuron	male	35		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502973	GSE211822, GSE211826	bb2_ofc_g_atac	Brain	Orbital Frontal Cortex	Non-Neuron	male	35		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502974	GSE211822, GSE211826	bb2_ofc_n_atac	Brain	Orbital Frontal Cortex	Neuron	male	35		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502975	GSE211822, GSE211826	bb2_dlpfc_g_atac	Brain	Dorsolateral Prefrontal Cortex	Non-Neuron	male	35		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502976	GSE211822, GSE211826	bb2_dlpfc_n_atac	Brain	Dorsolateral Prefrontal Cortex	Neuron	male	35		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502977	GSE211822, GSE211826	bb2_mdt_g_atac	Brain	Mediodorsal Thalamus	Non-Neuron	male	35		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502978	GSE211822, GSE211826	bb2_mdt_n_atac	Brain	Mediodorsal Thalamus	Neuron	male	35		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502979	GSE211822, GSE211826	bb2_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	male	35		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502980	GSE211822, GSE211826	bb2_pstc_n_atac	Brain	Posterior Superior Temporal Cortex	Neuron	male	35		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502981	GSE211822, GSE211826	bb2_gp_g_atac	Brain	Globus Pallidus	Non-Neuron	male	35		Bulk ATAC		Globus Pallidus	Basal Ganglia	NA	Globus Pallidus
GSM6502982	GSE211822, GSE211826	bb2_gp_n_atac	Brain	Globus Pallidus	Neuron	male	35		Bulk ATAC		Globus Pallidus	Basal Ganglia	NA	Globus Pallidus
GSM6502983	GSE211822, GSE211826	bb2_psc_g_atac	Brain	Primary Somatosensory Cortex	Non-Neuron	male	35		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502984	GSE211822, GSE211826	bb2_psc_n_atac	Brain	Primary Somatosensory Cortex	Neuron	male	35		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502985	GSE211822, GSE211826	bb2_itc_g_atac	Brain	Inferior Temporal Cortex	Non-Neuron	male	35		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502986	GSE211822, GSE211826	bb2_itc_n_atac	Brain	Inferior Temporal Cortex	Neuron	male	35		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502987	GSE211822, GSE211826	bb2_pac_g_atac	Brain	Primary Auditory Cortex	Non-Neuron	male	35		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502988	GSE211822, GSE211826	bb2_pvc_g_atac	Brain	Primary Visual Cortex	Non-Neuron	male	35		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502989	GSE211822, GSE211826	bb2_pvc_n_atac	Brain	Primary Visual Cortex	Neuron	male	35		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502990	GSE211822, GSE211826	bb2_vta_g_atac	Brain	Ventral Tegmental Area	Non-Neuron	male	35		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
GSM6502991	GSE211822, GSE211826	bb2_crblm_g_atac	Brain	Cerebellum	Non-Neuron	male	35		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502992	GSE211822, GSE211826	bb2_crblm_n_atac	Brain	Cerebellum	Neuron	male	35		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502993	GSE211822, GSE211826	bb2_cn_g_atac	Brain	Caudate Nucleus	Non-Neuron	male	35		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502994	GSE211822, GSE211826	bb2_cn_n_atac	Brain	Caudate Nucleus	Neuron	male	35		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502995	GSE211822, GSE211826	bb2_drn_g_atac	Brain	Dorsal Raphe Nucleus	Non-Neuron	male	35		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502996	GSE211822, GSE211826	bb2_rmtg_g_atac	Brain	Rostromedial Tegmental Nucl	Non-Neuron	male	35		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502997	GSE211822, GSE211826	bb5_psc_g_atac	Brain	Primary Somatosensory Cortex	Non-Neuron	male	34		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502998	GSE211822, GSE211826	bb5_psc_n_atac	Brain	Primary Somatosensory Cortex	Neuron	male	34		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502999	GSE211822, GSE211826	bb3_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	male	20		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6503000	GSE211822, GSE211826	bb6_ins_g_atac	Brain	Insula	Non-Neuron	female	39		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6503001	GSE211822, GSE211826	bb5_itc_n_atac	Brain	Inferior Temporal Cortex	Neuron	male	34		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6503002	GSE211822, GSE211826	bb6_dlpfc_g_atac	Brain	Dorsolateral Prefrontal Cortex	Non-Neuron	female	39		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6503003	GSE211822, GSE211826	bb6_dlpfc_n_atac	Brain	Dorsolateral Prefrontal Cortex	Neuron	female	39		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM7078419	GSE226529	bulk_atac-seq_control_hippocampus	Brain	Control Hippocampus					Bulk ATAC		Control Hippocampus	Limbic system	NA	Hippocampus
GSM7078420	GSE226529	bulk_atac-seq_control_caudate	Brain	Control Caudate					Bulk ATAC		Control Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7078421	GSE226529	bulk_atac-seq_control_middle_temporal_gyri	Brain	Control Middle Temporal Gyri					Bulk ATAC	BA21	Control Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM7106325	GSE227729	3357_striatonigral-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106326	GSE227729	3358_striatopallidal-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106327	GSE227729	3359_striatonigral-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106328	GSE227729	3360_striatopallidal-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106329	GSE227729	3361_striatonigral-medium-spiny-neuron_beb18135_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	56	BEB18135	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106330	GSE227729	3362_striatopallidal-medium-spiny-neuron_beb18135_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	56	BEB18135	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106331	GSE227729	3363_striatonigral-medium-spiny-neuron_beb19025_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106332	GSE227729	3364_striatopallidal-medium-spiny-neuron_beb19025_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106333	GSE227729	3365_striatonigral-medium-spiny-neuron_beb18135_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	56	BEB18135	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106334	GSE227729	3366_striatopallidal-medium-spiny-neuron_beb18135_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	56	BEB18135	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106335	GSE227729	3367_striatonigral-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106336	GSE227729	3368_striatopallidal-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106337	GSE227729	3369_striatonigral-medium-spiny-neuron_beb19025_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	54	BEB19025	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106338	GSE227729	3370_striatopallidal-medium-spiny-neuron_beb19025_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	54	BEB19025	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106339	GSE227729	3371_striatonigral-medium-spiny-neuron_beb19051_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	39	BEB19051	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106340	GSE227729	3372_striatopallidal-medium-spiny-neuron_beb19051_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	39	BEB19051	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106341	GSE227729	3373_striatonigral-medium-spiny-neuron_beb19051_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106342	GSE227729	3374_striatopallidal-medium-spiny-neuron_beb19051_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	39	BEB19051	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106343	GSE227729	3439_oligodendrocyte_beb19025_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106344	GSE227729	3440_microglia_hct-17-hfg_ctrl	Brain	Posterior putamen	Microglia	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106345	GSE227729	3441_astrocyte_hct-17-hfg_ctrl	Brain	Posterior putamen	Astrocyte	male	50	HCT-17-HFG	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106346	GSE227729	3442_striatonigral-medium-spiny-neuron_beb18117_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106347	GSE227729	3443_striatopallidal-medium-spiny-neuron_beb18117_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106348	GSE227729	3444_striatonigral-medium-spiny-neuron_beb18116_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106349	GSE227729	3445_striatopallidal-medium-spiny-neuron_beb18116_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106350	GSE227729	3446_striatonigral-medium-spiny-neuron_beb18117_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	63	BEB18117	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106351	GSE227729	3447_striatopallidal-medium-spiny-neuron_beb18117_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	63	BEB18117	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106352	GSE227729	3448_striatonigral-medium-spiny-neuron_beb18116_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106353	GSE227729	3449_striatopallidal-medium-spiny-neuron_beb18116_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	67	BEB18116	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106354	GSE227729	3450_striatonigral-medium-spiny-neuron_beb19025_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106355	GSE227729	3451_striatopallidal-medium-spiny-neuron_beb19025_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	54	BEB19025	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106356	GSE227729	3452_striatonigral-medium-spiny-neuron_beb19051_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106357	GSE227729	3453_striatopallidal-medium-spiny-neuron_beb19051_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	39	BEB19051	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106358	GSE227729	3454_striatonigral-medium-spiny-neuron_beb18135_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	56	BEB18135	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106359	GSE227729	3455_striatopallidal-medium-spiny-neuron_beb18135_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	56	BEB18135	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106360	GSE227729	3456_astrocyte_beb19025_ctrl	Brain	Posterior putamen	Astrocyte	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106361	GSE227729	3461_striatonigral-medium-spiny-neuron_beb18135_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106362	GSE227729	3462_striatopallidal-medium-spiny-neuron_beb18135_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	56	BEB18135	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106363	GSE227729	3463_striatonigral-medium-spiny-neuron_beb19025_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	54	BEB19025	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106364	GSE227729	3464_striatopallidal-medium-spiny-neuron_beb19025_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	54	BEB19025	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106365	GSE227729	3465_striatonigral-medium-spiny-neuron_beb19051_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	39	BEB19051	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106366	GSE227729	3466_striatopallidal-medium-spiny-neuron_beb19051_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	39	BEB19051	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106367	GSE227729	3467_striatonigral-medium-spiny-neuron_hctsu_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	female	63	HCTSU	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106368	GSE227729	3468_striatopallidal-medium-spiny-neuron_hctsu_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	female	63	HCTSU	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106369	GSE227729	3469_striatonigral-medium-spiny-neuron_hctsu_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	female	63	HCTSU	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106370	GSE227729	3470_striatopallidal-medium-spiny-neuron_hctsu_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	female	63	HCTSU	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106371	GSE227729	3471_striatonigral-medium-spiny-neuron_hctsu_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106372	GSE227729	3472_striatopallidal-medium-spiny-neuron_hctsu_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	female	63	HCTSU	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106375	GSE227729	3475_striatonigral-medium-spiny-neuron_beb18117_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106376	GSE227729	3476_striatopallidal-medium-spiny-neuron_beb18117_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	63	BEB18117	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106377	GSE227729	3493_striatonigral-medium-spiny-neuron_hctsu_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	female	63	HCTSU	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106378	GSE227729	3494_striatopallidal-medium-spiny-neuron_hctsu_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	female	63	HCTSU	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106379	GSE227729	3495_striatonigral-medium-spiny-neuron_beb18117_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106380	GSE227729	3496_striatopallidal-medium-spiny-neuron_beb18117_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106381	GSE227729	3497_striatonigral-medium-spiny-neuron_beb18116_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106382	GSE227729	3498_striatopallidal-medium-spiny-neuron_beb18116_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	67	BEB18116	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106383	GSE227729	3499_striatonigral-medium-spiny-neuron_beb18116_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	67	BEB18116	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106384	GSE227729	3500_striatopallidal-medium-spiny-neuron_beb18116_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	67	BEB18116	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106385	GSE227729	3545_oligodendrocyte_beb18116_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	67	BEB18116	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106386	GSE227729	3560_oligodendrocyte_beb18117_ctrl	Brain	Posterior putamen	Oligodendrocyte	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106387	GSE227729	3561_microglia_beb18117_ctrl	Brain	Posterior putamen	Microglia	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106388	GSE227729	3562_astrocyte_beb18117_ctrl	Brain	Posterior putamen	Astrocyte	male	63	BEB18117	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106389	GSE227729	3563_oligodendrocyte_hct-17-hfg_ctrl	Brain	Anterior caudate	Oligodendrocyte	male	50	HCT-17-HFG	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106390	GSE227729	3564_microglia_hct-17-hfg_ctrl	Brain	Anterior caudate	Microglia	male	50	HCT-17-HFG	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106391	GSE227729	3565_astrocyte_hct-17-hfg_ctrl	Brain	Anterior caudate	Astrocyte	male	50	HCT-17-HFG	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106392	GSE227729	3575_striatonigral-medium-spiny-neuron_beb20057_ctrl	Brain	Posterior putamen	Striatonigral medium spiny neuron	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106393	GSE227729	3576_striatopallidal-medium-spiny-neuron_beb20057_ctrl	Brain	Posterior putamen	Striatopallidal medium spiny neuron	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106394	GSE227729	3577_striatonigral-medium-spiny-neuron_beb20057_ctrl	Brain	Anterior caudate	Striatonigral medium spiny neuron	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106395	GSE227729	3578_striatopallidal-medium-spiny-neuron_beb20057_ctrl	Brain	Anterior caudate	Striatopallidal medium spiny neuron	male	41	BEB20057	Bulk RNA		Anterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106396	GSE227729	3585_microglia_beb19025_ctrl	Brain	Posterior putamen	Microglia	male	54	BEB19025	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106397	GSE227729	3648_striatonigral-medium-spiny-neuron_beb20057_ctrl	Brain	Anterior putamen	Striatonigral medium spiny neuron	male	41	BEB20057	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106398	GSE227729	3649_striatopallidal-medium-spiny-neuron_beb20057_ctrl	Brain	Anterior putamen	Striatopallidal medium spiny neuron	male	41	BEB20057	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106399	GSE227729	3654_striatonigral-medium-spiny-neuron_beb20057_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	41	BEB20057	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106400	GSE227729	3655_striatopallidal-medium-spiny-neuron_beb20057_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	41	BEB20057	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106403	GSE227729	3660_striatonigral-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Posterior caudate	Striatonigral medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106404	GSE227729	3661_striatopallidal-medium-spiny-neuron_hct-17-hfg_ctrl	Brain	Posterior caudate	Striatopallidal medium spiny neuron	male	50	HCT-17-HFG	Bulk RNA		Posterior caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM7106407	GSE227729	3829_interneuron--non-fast-spiking_beb18117_ctrl	Brain	Anterior putamen	Interneuron, Non-Fast Spiking	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106408	GSE227729	3830_interneuron--other_beb18117_ctrl	Brain	Anterior putamen	Interneuron, Other	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106409	GSE227729	3831_interneuron--fast-spiking_beb18117_ctrl	Brain	Anterior putamen	Interneuron, Fast Spiking	male	63	BEB18117	Bulk RNA		Anterior putamen	Basal Nucleus	Corpus Striatum	Anterior putamen
GSM7106410	GSE227729	3832_interneuron--non-fast-spiking_beb20057_ctrl	Brain	Posterior putamen	Interneuron, Non-Fast Spiking	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106411	GSE227729	3833_interneuron--other_beb20057_ctrl	Brain	Posterior putamen	Interneuron, Other	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
GSM7106412	GSE227729	3834_interneuron--fast-spiking_beb20057_ctrl	Brain	Posterior putamen	Interneuron, Fast Spiking	male	41	BEB20057	Bulk RNA		Posterior putamen	Basal Nucleus	Corpus Striatum	Posterior putamen
