sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,chip_antibody_vendor,chip_antibody_cat_,chip_antibody_lot_batch_,genome_build,biosample,sra
hoxb13_uw_pdx_170-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856318,SRX8406323,HOXB13_UW_PDX_170-3,GSM4569949,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_170_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569949,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569949/suppl/GSM4569949_HOXB13_UW_PDX_170-3.bw,GSE130408,0,SRX8406323,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032434,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406323
hoxb13_uw_pdx_189-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856319,SRX8406324,HOXB13_UW_PDX_189-3,GSM4569950,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_189_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569950,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569950/suppl/GSM4569950_HOXB13_UW_PDX_189-3.bw,GSE130408,0,SRX8406324,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032433,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406324
hoxb13_uw_pdx_189-4,ChIP,Homo sapiens,SINGLE,SRA,SRR11856320,SRX8406325,HOXB13_UW_PDX_189-4,GSM4569951,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_189_4,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569951,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569951/suppl/GSM4569951_HOXB13_UW_PDX_189-4.bw,GSE130408,0,SRX8406325,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032432,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406325
h3k27ac_df_2479_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856321,SRX8406326,H3K27ac_DF_2479_N,GSM4569952,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2479_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569952,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569952/suppl/GSM4569952_H3K27ac_DF_2479_N.bw,GSE130408,0,SRX8406326,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032431,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406326
h3k27ac_df_2480_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856322,SRX8406327,H3K27ac_DF_2480_N,GSM4569953,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2480_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569953,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569953/suppl/GSM4569953_H3K27ac_DF_2480_N.bw,GSE130408,0,SRX8406327,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032430,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406327
h3k27ac_df_2478_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856323,SRX8406328,H3K27ac_DF_2478_N,GSM4569954,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2478_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569954,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569954/suppl/GSM4569954_H3K27ac_DF_2478_N.bw,GSE130408,0,SRX8406328,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032392,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406328
h3k27ac_df_2477_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856324,SRX8406329,H3K27ac_DF_2477_N,GSM4569955,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2477_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569955,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569955/suppl/GSM4569955_H3K27ac_DF_2477_N.bw,GSE130408,0,SRX8406329,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032391,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406329
h3k27ac_df_2482_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856325,SRX8406330,H3K27ac_DF_2482_N,GSM4569956,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2482_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569956,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569956/suppl/GSM4569956_H3K27ac_DF_2482_N.bw,GSE130408,0,SRX8406330,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032390,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406330
h3k27ac_df_2319_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856326,SRX8406331,H3K27ac_DF_2319_N,GSM4569957,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2319_N_B,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569957,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569957/suppl/GSM4569957_H3K27ac_DF_2319_N.bw,GSE130408,0,SRX8406331,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032389,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406331
h3k27ac_df_2030_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856327,SRX8406332,H3K27ac_DF_2030_N,GSM4569958,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2030_N_B,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569958,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569958/suppl/GSM4569958_H3K27ac_DF_2030_N.bw,GSE130408,0,SRX8406332,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032388,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406332
h3k27ac_df_2076_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856328,SRX8406333,H3K27ac_DF_2076_N,GSM4569959,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2076_N_A,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569959,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569959/suppl/GSM4569959_H3K27ac_DF_2076_N.bw,GSE130408,0,SRX8406333,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032387,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406333
h3k27ac_df_2007_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856329,SRX8406334,H3K27ac_DF_2007_N,GSM4569960,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2007_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569960,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569960/suppl/GSM4569960_H3K27ac_DF_2007_N.bw,GSE130408,0,SRX8406334,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032386,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406334
h3k27ac_df_2228_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856330,SRX8406335,H3K27ac_DF_2228_N,GSM4569961,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2228_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569961,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569961/suppl/GSM4569961_H3K27ac_DF_2228_N.bw,GSE130408,0,SRX8406335,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032385,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406335
h3k27ac_df_2342_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856331,SRX8406336,H3K27ac_DF_2342_N,GSM4569962,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2342_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569962,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569962/suppl/GSM4569962_H3K27ac_DF_2342_N.bw,GSE130408,0,SRX8406336,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032384,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406336
h3k27ac_df_2078_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856332,SRX8406337,H3K27ac_DF_2078_N,GSM4569964,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2078_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569964,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569964/suppl/GSM4569964_H3K27ac_DF_2078_N.bw,GSE130408,0,SRX8406337,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032383,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406337
h3k27ac_df_2060_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856333,SRX8406338,H3K27ac_DF_2060_N,GSM4569966,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2060_N_A,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569966,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569966/suppl/GSM4569966_H3K27ac_DF_2060_N.bw,GSE130408,0,SRX8406338,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032382,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406338
h3k27ac_df_2079_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856334,SRX8406339,H3K27ac_DF_2079_N,GSM4569969,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2079_N_A,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569969,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569969/suppl/GSM4569969_H3K27ac_DF_2079_N.bw,GSE130408,0,SRX8406339,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032381,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406339
h3k27ac_df_2087_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856335,SRX8406340,H3K27ac_DF_2087_N,GSM4569973,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2087_N_A,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569973,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569973/suppl/GSM4569973_H3K27ac_DF_2087_N.bw,GSE130408,0,SRX8406340,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032417,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406340
h3k27ac_df_2113_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856336,SRX8406341,H3K27ac_DF_2113_N,GSM4569976,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2113-2_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569976,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569976/suppl/GSM4569976_H3K27ac_DF_2113_N.bw,GSE130408,0,SRX8406341,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032416,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406341
h3k27ac_df_2025_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856337,SRX8406342,H3K27ac_DF_2025_N,GSM4569978,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2025-5_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569978,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569978/suppl/GSM4569978_H3K27ac_DF_2025_N.bw,GSE130408,0,SRX8406342,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032415,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406342
h3k27ac_df_2137_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856338,SRX8406343,H3K27ac_DF_2137_N,GSM4569981,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2137-4_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569981,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569981/suppl/GSM4569981_H3K27ac_DF_2137_N.bw,GSE130408,0,SRX8406343,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032483,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406343
h3k27ac_df_2038_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856339,SRX8406344,H3K27ac_DF_2038_N,GSM4569984,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2038-7_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569984,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569984/suppl/GSM4569984_H3K27ac_DF_2038_N.bw,GSE130408,0,SRX8406344,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032482,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406344
h3k27ac_df_2192_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856340,SRX8406345,H3K27ac_DF_2192_N,GSM4569987,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2192-3_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569987,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569987/suppl/GSM4569987_H3K27ac_DF_2192_N.bw,GSE130408,0,SRX8406345,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032481,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406345
h3k27ac_df_2185_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856341,SRX8406346,H3K27ac_DF_2185_N,GSM4569990,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2185-4_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569990,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569990/suppl/GSM4569990_H3K27ac_DF_2185_N.bw,GSE130408,0,SRX8406346,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032475,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406346
h3k27ac_df_2173_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856342,SRX8406347,H3K27ac_DF_2173_N,GSM4569993,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2173-5_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569993,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569993/suppl/GSM4569993_H3K27ac_DF_2173_N.bw,GSE130408,0,SRX8406347,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032474,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406347
h3k27ac_df_2114_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856343,SRX8406348,H3K27ac_DF_2114_N,GSM4569994,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2114-2_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569994,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569994/suppl/GSM4569994_H3K27ac_DF_2114_N.bw,GSE130408,0,SRX8406348,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032480,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406348
h3k27ac_df_1962_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856344,SRX8406349,H3K27ac_DF_1962_N,GSM4569995,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_1962-2_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569995,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569995/suppl/GSM4569995_H3K27ac_DF_1962_N.bw,GSE130408,0,SRX8406349,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032479,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406349
h3k27ac_df_2101_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856345,SRX8406350,H3K27ac_DF_2101_N,GSM4569996,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2101-1_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569996,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569996/suppl/GSM4569996_H3K27ac_DF_2101_N.bw,GSE130408,0,SRX8406350,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032478,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406350
h3k27ac_df_2088_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856346,SRX8406351,H3K27ac_DF_2088_N,GSM4569997,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2088-1_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569997,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569997/suppl/GSM4569997_H3K27ac_DF_2088_N.bw,GSE130408,0,SRX8406351,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032477,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406351
h3k27ac_df_2483_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856347,SRX8406352,H3K27ac_DF_2483_N,GSM4569998,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,H3K27ac_2483-1_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569998,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569998/suppl/GSM4569998_H3K27ac_DF_2483_N.bw,GSE130408,0,SRX8406352,localized prostate tissue,H3K27ac,Diagenode,C15410196,A1723-00411,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032476,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406352
